dissimilarity,correlation,contrast,energy,homogeneity,ASM,category
4.2983975951190025,0.5896110475492119,35.016971846372975,0.054649795464227484,0.23207782901479299,0.0030389101606891032,blaty
3.3260533871030695,0.8604672441712253,21.88016674539225,0.05659406543115949,0.2894480098405724,0.0032897416172902555,blaty
2.4414805100376373,0.7194591952353685,11.284649815075879,0.0866472348362904,0.34823047728210815,0.007603708549899851,blaty
2.8615749239500836,0.6739665050049467,15.873749681102595,0.07594681863474917,0.32766205610602966,0.00599154574406389,blaty
3.8293978986755697,0.5725618637389626,28.688212965272413,0.06246760236957639,0.258958121896436,0.003979463015883961,blaty
2.5752656311936466,0.707896945205268,11.833781029128218,0.082384303830509,0.32934641573053763,0.006852353359799183,blaty
3.7067913976396993,0.6053782835173659,26.744325824341583,0.06189093617797314,0.27118287367710864,0.003946819000482328,blaty
5.209576633104016,0.5140351077869786,53.43400128216476,0.050463841351644195,0.20806842320187216,0.002594940312625042,blaty
4.443538311286837,0.6203590221472729,39.03774709899331,0.05635793909859454,0.2302813912230883,0.0032196669239664207,blaty
4.041846685736695,0.6216212623635019,29.55360726284633,0.05660755018135282,0.24168273536423848,0.0032695130892429224,blaty
5.070857968967792,0.4980747472775012,51.422384568015026,0.05079482734276794,0.21245410018490743,0.002629575736002889,blaty
6.098493449048391,0.518287681180697,77.22968252404222,0.042873910857679116,0.1929837759194255,0.0018845031696005977,blaty
3.3832006423023366,0.5297277904020105,21.15012401896588,0.07121393360791806,0.2775497904278667,0.005161994788916475,blaty
3.4932614282337475,0.6744399425413828,22.606073994137784,0.06197850976012861,0.2714003664364776,0.003923252646601272,blaty
3.955505283802216,0.671502938675771,28.807290406898307,0.05655627902478363,0.2472598289247945,0.0032674233827309717,blaty
4.013473894625723,0.6806305707960573,31.076025621835388,0.053381385106342466,0.24872019280331095,0.0029084599164771545,blaty
4.954199906039016,0.5608950240601539,48.1854422125426,0.05054350349878873,0.22121870689260692,0.0026374346453966724,blaty
9.29222197413108,0.4180714221933282,185.09074061709262,0.031528004960990307,0.1513643237686044,0.00103469112832945,blaty
4.1457444374436045,0.5448692019677417,34.31668826512993,0.06183884205955278,0.24512125330071413,0.00388256926496596,blaty
6.777703495789581,0.4092501399746326,86.91089673662732,0.040138754985373816,0.16469871369594782,0.001636807698296863,blaty
5.227543393931637,0.5673605328835741,56.78656140114953,0.04663358875981324,0.2172236170973819,0.0022440358858245415,blaty
2.3316222488316716,0.7547657437682008,9.21742693742008,0.08412753183886808,0.34390574967446086,0.007128725843373047,blaty
4.963950668515487,0.5412127743103131,49.25992378465413,0.05166283932002047,0.2201794521100533,0.0027396232360451128,blaty
3.613527704301364,0.6807753981654305,25.994199628496432,0.06059697859919189,0.27235032547647914,0.003757587797318511,blaty
2.708838171785281,0.7148517710719652,12.609800624642444,0.07423539112848594,0.31120387078327244,0.005568783792470407,blaty
4.127842926723365,0.6035865918453237,32.41145408040429,0.05696433823888633,0.24765024447165726,0.003333475607611554,blaty
2.8267586515762004,0.6467058313574218,14.33346044180486,0.07783723705528099,0.3097288418908806,0.006149094323627739,blaty
4.847248012481501,0.5618723818405281,48.45349205803175,0.051291737311347486,0.235080856159234,0.002741742082733192,blaty
3.251141131722207,0.6783351652036368,19.142130195718398,0.0675469329193576,0.280621653199899,0.004632108487164238,blaty
8.134409304795993,0.503526398910738,127.48455405294692,0.03256824370998303,0.15450229289333198,0.0010959977350801294,blaty
4.361290882066368,0.5778075232752412,40.49623550809853,0.056502465664867434,0.2524901285880124,0.0033106445480005874,blaty
2.6417368958975924,0.6467115606019583,12.10004879983142,0.08240178768342808,0.31829329339700746,0.0068543225825267355,blaty
3.408815875195088,0.6441743240131301,21.77197565122133,0.06528532397852276,0.2781514372695873,0.004347800769636384,blaty
3.695913812557888,0.5664329447077762,25.299508745274668,0.06319520754619663,0.25780643605301506,0.004057798386612862,blaty
4.146390424086268,0.5805557028567591,35.40921848967755,0.060560503813057165,0.25336598212567435,0.0037557057039853876,blaty
7.976205005666723,0.47998357003344766,120.4796790470157,0.03809708149965065,0.16313558800845127,0.0015552069410138755,blaty
3.5805496899441667,0.49491873830391614,22.76196250009127,0.06903449739345809,0.257475223792165,0.004810663286246859,blaty
3.1262307809641325,0.7341944910745931,17.505930070952637,0.06603439452817327,0.2859732474029632,0.004428465446013191,blaty
5.8444092091683,0.5826449283464222,66.86582838443518,0.04056496235683889,0.1972634788114562,0.0017056809410129976,blaty
5.340183140907013,0.5262268197821324,56.39503118539762,0.04637632151852992,0.2085672751036373,0.0022092596578666473,blaty
3.2142384218380347,0.6590279381433762,19.78609602417119,0.06801177278651947,0.29374333671931374,0.004725120473918443,blaty
3.5277433719999216,0.6585744102290948,24.967318997367133,0.06390765040869126,0.28335708091997214,0.004204038497571152,blaty
3.5146808342437255,0.711642987158568,22.94694361218113,0.05952764594883352,0.274530061266627,0.0036497060025752464,blaty
3.8993985793882167,0.6359109774230991,30.92324916121885,0.059686258782204286,0.2609446230984926,0.003638247564836406,blaty
4.914939133290967,0.5953076222120065,52.59506117061763,0.05121327862068754,0.22987651688062835,0.0026970455392784655,blaty
3.965820167100842,0.660853213542867,31.926607892624897,0.05580278987113176,0.2617145659000856,0.0032347740049424862,blaty
2.6331682522427236,0.7585021328840481,12.089121528606569,0.0725163636036756,0.31952818551734563,0.00530743497445179,blaty
